timestamp,value1,value2,value3,value4,value5
28th February 2017,"[b'\\U0001f981', b'\\U0001f444', b'\\U0001f438', b'\\U0001f435', b'\\U0001f449']"

27th February 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f914', b'\\U0001f64f']"

26th February 2017,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f60e']"

25th February 2017,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60d']"

24th February 2017,"[b'\\U0001f60e', b'\\U0001f913', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f60e']"

23rd February 2017,"[b'\\U0001f608', b'\\U0001f47d', b'\\U0001f984', b'\\U0001f495', b'\\U0001f98b']"

22nd February 2017,"[b'\\U0001f60d', b'\\U0001f609', b'\\U0001f607', b'\\U0001f60a', b'\\U0001f60e']"

21st February 2017,"[b'\\U0001f430', b'\\U0001f984', b'\\U0001f308', b'\\U0001f47c', b'\\u264a']"

20th February 2017,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f643', b'\\U0001f606']"

19th February 2017,"[b'\\U0001f60d', b'\\U0001f449', b'\\U0001f444', b'\\U0001f445', b'\\U0001f435']"

18th February 2017,"[b'\\U0001f60e', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f913']"

17th February 2017,"[b'\\U0001f60e', b'\\U0001f911', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f617']"

16th February 2017,"[b'\\U0001f911', b'\\U0001f601', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f618']"

15th February 2017,"[b'\\U0001f606', b'\\U0001f480', b'\\U0001f441', b'\\U0001f48e', b'\\U0001f91e']"

14th February 2017,"[b'\\U0001f98a', b'\\U0001f389', b'\\U0001f340', b'\\U0001f431', b'\\U0001f438']"

13th February 2017,"[b'\\U0001f913', b'\\U0001f60d', b'\\U0001f642', b'\\U0001f607', b'\\U0001f60b']"

12th February 2017,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602', b'\\U0001f61d', b'\\U0001f60b']"

11th February 2017,"[b'\\U0001f607', b'\\U0001f4a9', b'\\U0001f308', b'\\U0001f490', b'\\U0001f31f']"

10th February 2017,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f607', b'\\U0001f642', b'\\U0001f603']"

9th February 2017,"[b'\\U0001f914', b'\\U0001f914', b'\\U0001f61d', b'\\U0001f60d', b'\\U0001f607']"

8th February 2017,"[b'\\U0001f917', b'\\U0001f608', b'\\U0001f631', b'\\U0001f595', b'\\U0001f4b0']"

7th February 2017,"[b'\\U0001f431', b'\\U0001f441', b'\\U0001f340', b'\\U0001f98b', b'\\U0001f426']"

6th February 2017,"[b'\\U0001f607', b'\\U0001f911', b'\\U0001f917', b'\\U0001f60a', b'\\U0001f913']"

5th February 2017,"[b'\\U0001f914', b'\\U0001f602', b'\\U0001f911', b'\\U0001f606', b'\\U0001f60e']"

4th February 2017,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f91e', b'\\U0001f4a9']"

3rd February 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f913', b'\\U0001f618', b'\\U0001f602']"

2nd February 2017,"[b'\\U0001f60a', b'\\u2764', b'\\U0001f911', b'\\U0001f389', b'\\U0001f917']"

1st February 2017,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f608', b'\\U0001f981']"

31st January 2017,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f607']"

30th January 2017,"[b'\\U0001f61c', b'\\U0001f602', b'\\U0001f603', b'\\U0001f913', b'\\U0001f60d']"

29th January 2017,"[b'\\U0001f600', b'\\U0001f60b', b'\\U0001f911', b'\\U0001f618', b'\\U0001f60a']"

28th January 2017,"[b'\\U0001f911', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f631', b'\\U0001f914']"

27th January 2017,"[b'\\U0001f60e', b'\\U0001f988', b'\\U0001f308', b'\\U0001f525', b'\\U0001f412']"

26th January 2017,"[b'\\U0001f60d', b'\\U0001f60b', b'\\U0001f64f', b'\\U0001f419', b'\\U0001f340']"

25th January 2017,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f425', b'\\U0001f618', b'\\U0001f633']"

24th January 2017,"[b'\\U0001f60e', b'\\U0001f61c', b'\\U0001f631', b'\\U0001f608', b'\\U0001f595']"

23rd January 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f913', b'\\U0001f914', b'\\U0001f618']"

22nd January 2017,"[b'\\U0001f602', b'\\U0001f911', b'\\U0001f606', b'\\U0001f911', b'\\U0001f61d']"

21st January 2017,"[b'\\U0001f60d', b'\\U0001f600', b'\\U0001f609', b'\\U0001f602', b'\\U0001f618']"

20th January 2017,"[b'\\U0001f618', b'\\U0001f60e', b'\\U0001f984', b'\\U0001f412', b'\\U0001f37b']"

19th January 2017,"[b'\\U0001f609', b'\\U0001f60a', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f606']"

18th January 2017,"[b'\\U0001f47d', b'\\U0001f602', b'\\U0001f981', b'\\u2600', b'\\U0001f48e']"

17th January 2017,"[b'\\U0001f600', b'\\U0001f601', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f914']"

16th January 2017,"[b'\\U0001f606', b'\\U0001f643', b'\\U0001f618', b'\\U0001f911', b'\\U0001f61c']"

15th January 2017,"[b'\\U0001f441', b'\\U0001f431', b'\\U0001f981', b'\\U0001f493', b'\\U0001f601']"

14th January 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f60b', b'\\U0001f608', b'\\U0001f435']"

13th January 2017,"[b'\\U0001f602', b'\\U0001f4a9', b'\\u2764', b'\\U0001f377', b'\\U0001f44d']"

12th January 2017,"[b'\\U0001f98a', b'\\U0001f600', b'\\U0001f60e', b'\\U0001f984', b'\\u2764']"

11th January 2017,"[b'\\U0001f412', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f911']"

10th January 2017,"[b'\\U0001f61d', b'\\U0001f917', b'\\U0001f60e', b'\\U0001f911', b'\\U0001f409']"

9th January 2017,"[b'\\U0001f914', b'\\U0001f4a9', b'\\U0001f408', b'\\U0001f37a', b'\\U0001f601']"

8th January 2017,"[b'\\U0001f914', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f644', b'\\U0001f637']"

7th January 2017,"[b'\\U0001f428', b'\\U0001f607', b'\\U0001f31c', b'\\U0001f389', b'\\U0001f98b']"

6th January 2017,"[b'\\U0001f60a', b'\\U0001f607', b'\\U0001f911', b'\\U0001f607', b'\\U0001f60a']"

5th January 2017,"[b'\\U0001f913', b'\\U0001f914', b'\\U0001f609', b'\\U0001f60e', b'\\U0001f917']"

4th January 2017,"[b'\\U0001f623', b'\\U0001f633', b'\\U0001f449', b'\\U0001f600', b'\\U0001f603']"

3rd January 2017,"[b'\\U0001f609', b'\\U0001f61d', b'\\U0001f913', b'\\U0001f914', b'\\U0001f603']"

2nd January 2017,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f913', b'\\U0001f914', b'\\U0001f633']"

1st January 2017,"[b'\\U0001f60e', b'\\U0001f47b', b'\\U0001f431', b'\\U0001f427', b'\\U0001f405']"

31st December 2016,"[b'\\U0001f913', b'\\U0001f984', b'\\U0001f61c', b'\\U0001f47b', b'\\U0001f4a9']"

30th December 2016,"[b'\\U0001f60e', b'\\U0001f984', b'\\u2600', b'\\U0001f48e', b'\\U0001f308']"

29th December 2016,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f609']"

28th December 2016,"[b'\\U0001f4a9', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f911']"

27th December 2016,"[b'\\U0001f914', b'\\U0001f617', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f911']"

26th December 2016,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f911', b'\\U0001f984', b'\\U0001f354']"

25th December 2016,"[b'\\U0001f635', b'\\U0001f608', b'\\U0001f631', b'\\U0001f4a9', b'\\U0001f64f']"

24th December 2016,"[b'\\U0001f914', b'\\U0001f419', b'\\U0001f369', b'\\U0001f4a9', b'\\U0001f447']"

23rd December 2016,"[b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f917']"

22nd December 2016,"[b'\\U0001f60b', b'\\U0001f436', b'\\U0001f60e', b'\\U0001f434', b'\\U0001f596']"

21st December 2016,"[b'\\U0001f601', b'\\U0001f642', b'\\U0001f61c', b'\\U0001f619', b'\\U0001f911']"

20th December 2016,"[b'\\U0001f602', b'\\U0001f60e', b'\\U0001f61b', b'\\U0001f405', b'\\U0001f4a9']"

19th December 2016,"[b'\\U0001f601', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f913']"

18th December 2016,"[b'\\U0001f606', b'\\U0001f61c', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f917']"

17th December 2016,"[b'\\U0001f602', b'\\U0001f355', b'\\u2665', b'\\U0001f91e', b'\\U0001f60d']"

16th December 2016,"[b'\\U0001f44a', b'\\U0001f446', b'\\U0001f596', b'\\U0001f525', b'\\U0001f4a8']"

15th December 2016,"[b'\\U0001f602', b'\\U0001f981', b'\\U0001f336', b'\\U0001f47b', b'\\U0001f601']"

14th December 2016,"[b'\\U0001f600', b'\\U0001f60e', b'\\U0001f44a', b'\\U0001f31e', b'\\U0001f415']"

13th December 2016,"[b'\\U0001f4af', b'\\U0001f3f3\\U0001f308', b'\\U0001f412', b'\\U0001f595', b'\\U0001f4b7']"

12th December 2016,"[b'\\U0001f405', b'\\U0001f618', b'\\U0001f942', b'\\U0001f61b', b'\\U0001f4b0']"

11th December 2016,"[b'\\U0001f433', b'\\U0001f43c', b'\\U0001f355', b'\\U0001f30d', b'\\U0001f60d']"

10th December 2016,"[b'\\U0001f60a', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f642', b'\\U0001f643']"

9th December 2016,"[b'\\U0001f917', b'\\U0001f425', b'\\U0001f61b', b'\\U0001f98b', b'\\U0001f4af']"

8th December 2016,"[b'\\U0001f355', b'\\U0001f34d', b'\\U0001f405', b'\\U0001f981', b'\\U0001f914']"

7th December 2016,"[b'\\U0001f61e', b'\\U0001f3cd', b'\\U0001f4de', b'\\U0001f1ec\\U0001f1e7', b'\\u270d']"

6th December 2016,"[b'\\U0001f602', b'\\U0001f601', b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f61a']"

5th December 2016,"[b'\\U0001f600', b'\\U0001f60e', b'\\U0001f61c', b'\\U0001f911', b'\\U0001f60b']"

4th December 2016,"[b'\\U0001f913', b'\\U0001f914', b'\\U0001f632', b'\\U0001f378', b'\\U0001f3d6']"

3rd December 2016,"[b'\\U0001f64f', b'\\U0001f984', b'\\U0001f431', b'\\U0001f33b', b'\\U0001f308']"

2nd December 2016,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f911', b'\\U0001f913', b'\\U0001f914']"

1st December 2016,"[b'\\U0001f917', b'\\U0001f60e', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f607']"

30th November 2016,"[b'\\U0001f618', b'\\U0001f435', b'\\u2665', b'\\U0001f353', b'\\u2600']"

29th November 2016,"[b'\\U0001f914', b'\\U0001f60a', b'\\U0001f601', b'\\U0001f60e', b'\\U0001f602']"

28th November 2016,"[b'\\U0001f4a9', b'\\U0001f427', b'\\U0001f369', b'\\U0001f433', b'\\U0001f595']"

27th November 2016,"[b'\\U0001f607', b'\\U0001f913', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f607']"

26th November 2016,"[b'\\U0001f436', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f31c']"

25th November 2016,"[b'\\U0001f603', b'\\U0001f609', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f917']"

24th November 2016,"[b'\\U0001f917', b'\\U0001f914', b'\\U0001f607', b'\\U0001f60e', b'\\U0001f913']"

23rd November 2016,"[b'\\U0001f914', b'\\U0001f98a', b'\\U0001f401', b'\\U0001f415', b'\\U0001f419']"

22nd November 2016,"[b'\\U0001f602', b'\\U0001f915', b'\\U0001f44a', b'\\U0001f308', b'\\U0001f435']"

21st November 2016,"[b'\\U0001f603', b'\\U0001f4a9', b'\\U0001f47b', b'\\U0001f446', b'\\U0001f631']"

20th November 2016,"[b'\\U0001f415', b'\\U0001f609', b'\\U0001f498', b'\\U0001f431', b'\\U0001f429']"

19th November 2016,"[b'\\U0001f60e', b'\\U0001f450', b'\\U0001f438', b'\\u2764', b'\\U0001f47d']"

18th November 2016,"[b'\\u2600', b'\\U0001f431', b'\\U0001f61c', b'\\U0001f914', b'\\U0001f600']"

17th November 2016,"[b'\\U0001f607', b'\\U0001f404', b'\\U0001f917', b'\\U0001f415', b'\\U0001f602']"

16th November 2016,"[b'\\u26c4', b'\\u2603', b'\\U0001f385', b'\\u2603', b'\\u26c4']"

15th November 2016,"[b'\\U0001f602', b'\\U0001f602', b'\\U0001f601', b'\\U0001f600', b'\\U0001f60d']"

14th November 2016,"[b'\\U0001f917', b'\\U0001f602', b'\\U0001f415', b'\\U0001f60b', b'\\U0001f607']"

13th November 2016,"[b'\\U0001f595', b'\\U0001f3f3\\U0001f308', b'\\U0001f4a9', b'\\U0001f602', b'\\U0001f61d']"

12th November 2016,"[b'\\U0001f607', b'\\U0001f619', b'\\U0001f917', b'\\U0001f47b', b'\\U0001f421']"

11th November 2016,"[b'\\U0001f911', b'\\U0001f607', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f60e']"

10th November 2016,"[b'\\U0001f917', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f600', b'\\U0001f913']"

9th November 2016,"[b'\\U0001f98b', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f308', b'\\U0001f984']"

8th November 2016,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f609', b'\\U0001f61c', b'\\U0001f61d']"

7th November 2016,"[b'\\U0001f602', b'\\U0001f61d', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f914']"

6th November 2016,"[b'\\U0001f914', b'\\U0001f60e', b'\\U0001f643', b'\\U0001f60d', b'\\U0001f618']"

5th November 2016,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f444', b'\\U0001f525', b'\\U0001f942']"

4th November 2016,"[b'\\U0001f602', b'\\U0001f915', b'\\U0001f47d', b'\\U0001f31e', b'\\U0001f98a']"

3rd November 2016,"[b'\\U0001f636', b'\\U0001f914', b'\\U0001f601', b'\\U0001f604', b'\\U0001f913']"

2nd November 2016,"[b'\\U0001f609', b'\\U0001f913', b'\\U0001f642', b'\\U0001f60a', b'\\U0001f61c']"

1st November 2016,"[b'\\U0001f618', b'\\U0001f917', b'\\U0001f984', b'\\U0001f91e', b'\\U0001f634']"

31st October 2016,"[b'\\U0001f61d', b'\\U0001f603', b'\\U0001f47b', b'\\U0001f31e', b'\\u2764']"

30th October 2016,"[b'\\U0001f911', b'\\U0001f602', b'\\U0001f914', b'\\U0001f913', b'\\U0001f643']"

29th October 2016,"[b'\\U0001f601', b'\\U0001f914', b'\\U0001f602', b'\\u2600', b'\\U0001f942']"

28th October 2016,"[b'\\U0001f60d', b'\\U0001f44d', b'\\U0001f602', b'\\U0001f648', b'\\U0001f389']"

27th October 2016,"[b'\\U0001f606', b'\\U0001f60b', b'\\U0001f61d', b'\\U0001f917', b'\\U0001f636']"

26th October 2016,"[b'\\U0001f431', b'\\U0001f438', b'\\U0001f426', b'\\U0001f439', b'\\U0001f981']"

25th October 2016,"[b'\\U0001f435', b'\\U0001f618', b'\\U0001f602', b'\\U0001f914', b'\\U0001f60e']"

24th October 2016,"[b'\\U0001f3c3\\U0001f3fb', b'\\U0001f3c3\\U0001f3fc', b'\\U0001f3c3\\U0001f3fd', b'\\U0001f3c3\\U0001f3fe', b'\\U0001f3c3\\U0001f3ff']"

23rd October 2016,"[b'\\U0001f3b8', b'\\U0001f337', b'\\U0001f98b', b'\\U0001f41f', b'\\U0001f3b1']"

22nd October 2016,"[b'\\U0001f984', b'\\U0001f431', b'\\U0001f618', b'\\U0001f643', b'\\U0001f419']"

21st October 2016,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f605', b'\\U0001f346']"

20th October 2016,"[b'\\U0001f61c', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f62c', b'\\U0001f644']"

19th October 2016,"[b'\\U0001f60e', b'\\U0001f911', b'\\U0001f607', b'\\U0001f354', b'\\U0001f420']"

18th October 2016,"[b'\\U0001f645', b'\\U0001f576', b'\\U0001f649', b'\\U0001f953', b'\\U0001f943']"

17th October 2016,"[b'\\U0001f917', b'\\U0001f913', b'\\U0001f603', b'\\U0001f914', b'\\U0001f607']"

16th October 2016,"[b'\\U0001f602', b'\\U0001f47d', b'\\U0001f355', b'\\U0001f351', b'\\U0001f389']"

15th October 2016,"[b'\\U0001f913', b'\\U0001f60e', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f913']"

14th October 2016,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f60a']"

13th October 2016,"[b'\\U0001f60d', b'\\U0001f608', b'\\U0001f984', b'\\U0001f525', b'\\U0001f354']"

12th October 2016,"[b'\\U0001f942', b'\\U0001f31e', b'\\U0001f607', b'\\U0001f44a', b'\\U0001f426']"

11th October 2016,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f60e', b'\\U0001f4a9', b'\\U0001f984']"

10th October 2016,"[b'\\U0001f634', b'\\U0001f595', b'\\U0001f409', b'\\U0001f4b7', b'\\U0001f98b']"

9th October 2016,"[b'\\U0001f3c9', b'\\U0001f480', b'\\U0001f3d5', b'\\U0001f3cf', b'\\U0001f3b8']"

8th October 2016,"[b'\\U0001f914', b'\\U0001f609', b'\\U0001f601', b'\\U0001f602', b'\\U0001f60d']"

7th October 2016,"[b'\\U0001f608', b'\\U0001f635', b'\\U0001f631', b'\\U0001f425', b'\\U0001f644']"

6th October 2016,"[b'\\U0001f30d', b'\\U0001f917', b'\\U0001f324', b'\\U0001f602', b'\\U0001f5dd']"

5th October 2016,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f917', b'\\U0001f60a', b'\\U0001f623']"

4th October 2016,"[b'\\U0001f60e', b'\\U0001f915', b'\\U0001f596', b'\\U0001f431', b'\\U0001f336']"

3rd October 2016,"[b'\\U0001f913', b'\\U0001f98b', b'\\U0001f354', b'\\U0001f35f', b'\\U0001f333']"

2nd October 2016,"[b'\\U0001f308', b'\\U0001f60b', b'\\U0001f415', b'\\U0001f913', b'\\u2600']"

1st October 2016,"[b'\\U0001f630', b'\\U0001f438', b'\\U0001f34d', b'\\U0001f61f', b'\\U0001f349']"

30th September 2016,"[b'\\U0001f600', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f60e', b'\\U0001f60a']"

29th September 2016,"[b'\\U0001f636', b'\\U0001f47b', b'\\U0001f438', b'\\U0001f35f', b'\\U0001f405']"

28th September 2016,"[b'\\U0001f602', b'\\U0001f47d', b'\\U0001f412', b'\\u26bd', b'\\U0001f4be']"

27th September 2016,"[b'\\u2764', b'\\U0001f61b', b'\\U0001f336', b'\\U0001f445', b'\\U0001f60d']"

26th September 2016,"[b'\\U0001f61d', b'\\U0001f618', b'\\U0001f435', b'\\U0001f427', b'\\U0001f349']"

25th September 2016,"[b'\\U0001f43c', b'\\U0001f428', b'\\U0001f981', b'\\U0001f427', b'\\U0001f418']"

24th September 2016,"[b'\\U0001f429', b'\\U0001f427', b'\\U0001f429', b'\\U0001f433', b'\\U0001f429']"

23rd September 2016,"[b'\\U0001f643', b'\\U0001f642', b'\\U0001f60e', b'\\U0001f642', b'\\U0001f643']"

22nd September 2016,"[b'\\U0001f602', b'\\U0001f349', b'\\U0001f914', b'\\U0001f61a', b'\\U0001f643']"

21st September 2016,"[b'\\U0001f914', b'\\U0001f915', b'\\U0001f437', b'\\U0001f415', b'\\U0001f493']"

20th September 2016,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f631', b'\\U0001f64f']"

19th September 2016,"[b'\\U0001f401', b'\\U0001f33b', b'\\U0001f353', b'\\U0001f34d', b'\\U0001f438']"

18th September 2016,"[b'\\U0001f602', b'\\U0001f642', b'\\U0001f619', b'\\U0001f61d', b'\\U0001f60e']"

17th September 2016,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f913']"

16th September 2016,"[b'\\U0001f608', b'\\U0001f981', b'\\U0001f409', b'\\U0001f525', b'\\U0001f98a']"

15th September 2016,"[b'\\U0001f411', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d']"

14th September 2016,"[b'\\U0001f917', b'\\U0001f416', b'\\U0001f984', b'\\U0001f411', b'\\U0001f434']"

13th September 2016,"[b'\\U0001f917', b'\\U0001f60d', b'\\U0001f643', b'\\U0001f600', b'\\U0001f607']"

12th September 2016,"[b'\\U0001f401', b'\\U0001f353', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f430']"

11th September 2016,"[b'\\U0001f346', b'\\U0001f351', b'\\U0001f420', b'\\U0001f988', b'\\U0001f60f']"

10th September 2016,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f44a', b'\\U0001f525', b'\\U0001f389']"

9th September 2016,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f917', b'\\U0001f609', b'\\U0001f643']"

8th September 2016,"[b'\\u263a', b'\\U0001f91e', b'\\U0001f4b0', b'\\U0001f60d', b'\\U0001f60a']"

7th September 2016,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f602', b'\\U0001f607', b'\\U0001f618']"

6th September 2016,"[b'\\U0001f431', b'\\U0001f353', b'\\U0001f495', b'\\U0001f61d', b'\\U0001f643']"

5th September 2016,"[b'\\U0001f951', b'\\U0001f1ec\\U0001f1e7', b'\\U0001f4c6', b'\\U0001f41e', b'\\U0001f468\\U0001f469\\U0001f467\\U0001f467']"

4th September 2016,"[b'\\U0001f609', b'\\U0001f601', b'\\U0001f602', b'\\U0001f604', b'\\U0001f606']"

3rd September 2016,"[b'\\U0001f606', b'\\U0001f911', b'\\U0001f913', b'\\U0001f914', b'\\U0001f60e']"

2nd September 2016,"[b'\\U0001f61c', b'\\U0001f60e', b'\\U0001f60b', b'\\U0001f642', b'\\U0001f914']"

1st September 2016,"[b'\\U0001f98a', b'\\U0001f416', b'\\U0001f43c', b'\\U0001f441', b'\\U0001f608']"

31st August 2016,"[b'\\U0001f43c', b'\\U0001f354', b'\\U0001f525', b'\\U0001f916', b'\\U0001f385']"

30th August 2016,"[b'\\U0001f917', b'\\U0001f984', b'\\U0001f98a', b'\\U0001f421', b'\\U0001f618']"

29th August 2016,"[b'\\u2600', b'\\U0001f60d', b'\\U0001f427', b'\\U0001f353', b'\\U0001f914']"

28th August 2016,"[b'\\U0001f438', b'\\U0001f577', b'\\U0001f951', b'\\U0001f3f3\\U0001f308', b'\\u264d']"

27th August 2016,"[b'\\U0001f981', b'\\U0001f3f5', b'\\U0001f940', b'\\U0001f37b', b'\\U0001f31f']"

26th August 2016,"[b'\\U0001f308', b'\\U0001f31e', b'\\U0001f433', b'\\U0001f64f', b'\\U0001f984']"

25th August 2016,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f60e', b'\\U0001f618', b'\\U0001f609']"

24th August 2016,"[b'\\U0001f347', b'\\U0001f36b', b'\\U0001f352', b'\\U0001f34d', b'\\U0001f353']"

23rd August 2016,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f914', b'\\U0001f911', b'\\U0001f618']"

22nd August 2016,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f915', b'\\U0001f607', b'\\U0001f606']"

21st August 2016,"[b'\\U0001f607', b'\\U0001f602', b'\\U0001f98a', b'\\U0001f495', b'\\U0001f344']"

20th August 2016,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f913', b'\\U0001f914', b'\\U0001f618']"

19th August 2016,"[b'\\U0001f601', b'\\U0001f642', b'\\U0001f61c', b'\\U0001f913', b'\\U0001f917']"

18th August 2016,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61d', b'\\U0001f643', b'\\U0001f607']"

17th August 2016,"[b'\\U0001f914', b'\\U0001f913', b'\\U0001f606', b'\\U0001f60b', b'\\U0001f643']"

16th August 2016,"[b'\\U0001f917', b'\\U0001f917', b'\\U0001f425', b'\\U0001f426', b'\\U0001f98a']"

15th August 2016,"[b'\\U0001f61d', b'\\U0001f911', b'\\U0001f917', b'\\U0001f913', b'\\U0001f607']"

14th August 2016,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f913', b'\\U0001f917', b'\\U0001f609']"

13th August 2016,"[b'\\U0001f942', b'\\U0001f333', b'\\U0001f351', b'\\U0001f363', b'\\U0001f917']"

12th August 2016,"[b'\\U0001f911', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f61d', b'\\U0001f60b']"

11th August 2016,"[b'\\U0001f913', b'\\U0001f60d', b'\\U0001f416', b'\\U0001f369', b'\\U0001f493']"

10th August 2016,"[b'\\U0001f60e', b'\\U0001f609', b'\\U0001f619', b'\\U0001f617', b'\\U0001f914']"

